交易号,商品编码,商品名称,品类,数量,交易日期,单价(元)
103855,SKU30376,蚝油,粮油调味,5,2026-01-01,49.95
103855,SKU71550,芝士碎,烘焙用品,5,2026-01-01,56.48
103856,SKU57017,面粉,粮油调味,2,2026-05-26,51.89
103856,SKU77710,醋,粮油调味,2,2026-05-26,21.47
103857,SKU18170,可乐,食品饮料,5,2026-05-22,26.72
103857,SKU19276,薯片,食品饮料,4,2026-05-22,25.21
103857,SKU90060,饼干,食品饮料,4,2026-05-22,60.56
103857,SKU51524,料酒,粮油调味,5,2026-05-22,68.44
103858,SKU25262,蛋挞皮,烘焙用品,4,2026-06-11,52.75
103858,SKU45226,橙子,生鲜蔬果,1,2026-06-11,25.35
103858,SKU82938,巧克力,食品饮料,2,2026-06-11,27.67
103859,SKU68693,苹果,生鲜蔬果,3,2026-05-13,39.72
103859,SKU57204,香蕉,生鲜蔬果,4,2026-05-13,45.12
103859,SKU45535,橙子,生鲜蔬果,2,2026-05-13,42.1
103859,SKU45427,白糖,粮油调味,5,2026-05-13,50.41
103859,SKU45406,盐,粮油调味,1,2026-05-13,43.29
103859,SKU29354,酸奶,食品饮料,4,2026-05-13,38.78
103860,SKU19640,鸭血,火锅食材,4,2026-08-20,78.19
103860,SKU13192,白菜,生鲜蔬果,3,2026-08-20,3.03
103860,SKU43628,三文鱼,肉禽蛋品,3,2026-08-20,64.14
103861,SKU29510,鸡肉,肉禽蛋品,4,2026-01-17,60.58
103861,SKU31145,火锅底料,火锅食材,3,2026-01-17,71.22
103861,SKU31611,牛奶,食品饮料,1,2026-01-17,33.07
103861,SKU22225,芝士碎,烘焙用品,1,2026-01-17,56.34
103861,SKU16604,鸭蛋,肉禽蛋品,1,2026-01-17,59.61
103861,SKU95809,洗发水,日化清洁,5,2026-01-17,16.0
103862,SKU65395,三文鱼,肉禽蛋品,5,2026-06-09,71.29
103862,SKU83668,猪肉,肉禽蛋品,2,2026-06-09,17.5
103862,SKU71998,鸭蛋,肉禽蛋品,1,2026-06-09,60.79
103862,SKU43080,垃圾袋,日化清洁,5,2026-06-09,54.61
103863,SKU53211,香蕉,生鲜蔬果,5,2026-03-15,52.54
103863,SKU71272,鸡肉,肉禽蛋品,2,2026-03-15,72.91
103863,SKU88567,油纸,烘焙用品,1,2026-03-15,55.78
103863,SKU89066,豆腐,火锅食材,2,2026-03-15,32.2
103863,SKU63286,白菜,生鲜蔬果,5,2026-03-15,43.26
103863,SKU44035,消毒液,日化清洁,3,2026-03-15,73.78
103864,SKU33613,蛋糕粉,烘焙用品,3,2026-04-14,58.29
103864,SKU86377,黄油,烘焙用品,1,2026-04-14,48.36
103864,SKU26292,淡奶油,烘焙用品,2,2026-04-14,33.46
103864,SKU80392,鸡蛋,肉禽蛋品,2,2026-04-14,77.24
103864,SKU74787,消毒液,日化清洁,3,2026-04-14,3.87
103864,SKU76495,葡萄,生鲜蔬果,4,2026-04-14,65.4
103864,SKU13542,沐浴露,日化清洁,2,2026-04-14,65.43
103865,SKU43325,西红柿,生鲜蔬果,4,2026-08-08,47.76
103865,SKU71760,鸡蛋,肉禽蛋品,1,2026-08-08,51.85
103865,SKU60069,黄瓜,生鲜蔬果,4,2026-08-08,42.74
103865,SKU87892,橙子,生鲜蔬果,3,2026-08-08,22.89
103866,SKU17907,辣椒酱,粮油调味,3,2026-03-11,34.3
103866,SKU11938,酸奶,食品饮料,1,2026-03-11,12.66
103866,SKU45972,面包,食品饮料,5,2026-03-11,37.13
103866,SKU19025,毛肚,火锅食材,4,2026-03-11,30.96
103866,SKU58997,消毒液,日化清洁,4,2026-03-11,72.2
103866,SKU64908,洗衣液,日化清洁,5,2026-03-11,29.03
103867,SKU30033,方便面,食品饮料,1,2026-03-22,71.85
103867,SKU47688,鸡翅,肉禽蛋品,5,2026-03-22,56.22
103867,SKU71685,料酒,粮油调味,2,2026-03-22,52.03
103867,SKU54647,辣椒酱,粮油调味,1,2026-03-22,21.57
103867,SKU90376,矿泉水,食品饮料,2,2026-03-22,33.22
103868,SKU23594,大米,粮油调味,4,2026-07-17,52.5
103868,SKU59780,食用油,粮油调味,2,2026-07-17,50.86
103868,SKU40233,酱油,粮油调味,5,2026-07-17,63.23
103868,SKU61296,生菜,生鲜蔬果,2,2026-07-17,12.82
103869,SKU70101,洗衣液,日化清洁,1,2026-07-27,63.59
103869,SKU29499,纸巾,日化清洁,2,2026-07-27,62.49
103869,SKU52595,垃圾袋,日化清洁,3,2026-07-27,12.04
103869,SKU25499,毛肚,火锅食材,4,2026-07-27,26.48
103869,SKU33539,薯片,食品饮料,3,2026-07-27,63.33
103869,SKU16796,豆腐,火锅食材,3,2026-07-27,36.34
103870,SKU55997,洗发水,日化清洁,1,2026-07-28,43.54
103870,SKU61319,沐浴露,日化清洁,3,2026-07-28,16.24
103870,SKU89370,牙膏,日化清洁,1,2026-07-28,50.0
103870,SKU91955,豆腐,火锅食材,2,2026-07-28,49.99
103871,SKU73847,排骨,肉禽蛋品,1,2026-07-02,33.9
103871,SKU36855,胡萝卜,生鲜蔬果,4,2026-07-02,16.93
103871,SKU69765,土豆,生鲜蔬果,5,2026-07-02,13.31
103871,SKU41419,方便面,食品饮料,3,2026-07-02,8.57
103871,SKU66419,料酒,粮油调味,3,2026-07-02,46.08
103871,SKU87476,洗发水,日化清洁,3,2026-07-02,78.5
103872,SKU31393,黄瓜,生鲜蔬果,2,2026-07-23,7.67
103872,SKU73804,酸奶,食品饮料,3,2026-07-23,3.23
103873,SKU28698,火锅底料,火锅食材,2,2026-04-22,75.31
103873,SKU74030,丸子,火锅食材,3,2026-04-22,51.84
103873,SKU10558,肥牛卷,火锅食材,3,2026-04-22,3.73
103873,SKU49416,洗洁精,日化清洁,5,2026-04-22,25.22
103873,SKU23233,巧克力,食品饮料,2,2026-04-22,37.54
103874,SKU64028,大米,粮油调味,1,2026-05-03,70.55
103874,SKU58643,食用油,粮油调味,2,2026-05-03,23.36
103874,SKU14774,酱油,粮油调味,1,2026-05-03,71.43
103874,SKU34398,油纸,烘焙用品,1,2026-05-03,29.91
103874,SKU37007,蚝油,粮油调味,2,2026-05-03,46.53
103874,SKU84086,酵母,烘焙用品,2,2026-05-03,37.82
103875,SKU27957,洗衣液,日化清洁,4,2026-02-17,12.14
103875,SKU64415,纸巾,日化清洁,5,2026-02-17,70.67
103875,SKU71314,垃圾袋,日化清洁,5,2026-02-17,8.04
103875,SKU22250,淡奶油,烘焙用品,3,2026-02-17,26.7
103876,SKU16406,蚝油,粮油调味,1,2026-05-10,27.27
103876,SKU93074,沐浴露,日化清洁,2,2026-05-10,19.72
103876,SKU74982,带鱼,肉禽蛋品,2,2026-05-10,26.17
103877,SKU17110,丸子,火锅食材,1,2026-05-13,20.7
103877,SKU86184,鸡翅,肉禽蛋品,2,2026-05-13,57.11
103877,SKU88571,羊肉卷,火锅食材,4,2026-05-13,71.35
103877,SKU81061,猪肉,肉禽蛋品,4,2026-05-13,69.77
103877,SKU76350,沐浴露,日化清洁,1,2026-05-13,46.03
103877,SKU77111,纸巾,日化清洁,3,2026-05-13,10.71
103878,SKU87968,料酒,粮油调味,5,2026-07-16,26.17
103878,SKU74452,芝士碎,烘焙用品,5,2026-07-16,54.09
103878,SKU16731,蚝油,粮油调味,2,2026-07-16,5.3
103879,SKU43995,牛奶,食品饮料,1,2026-04-11,66.99
103879,SKU21669,面包,食品饮料,4,2026-04-11,43.72
103879,SKU86998,蔬菜拼盘,火锅食材,2,2026-04-11,71.05
103879,SKU37741,鸡肉,肉禽蛋品,2,2026-04-11,21.77
103880,SKU89590,西红柿,生鲜蔬果,2,2026-09-14,60.31
103880,SKU24643,鸡蛋,肉禽蛋品,2,2026-09-14,40.55
103880,SKU23036,黄瓜,生鲜蔬果,1,2026-09-14,73.03
103880,SKU82859,三文鱼,肉禽蛋品,4,2026-09-14,33.64
103880,SKU23788,料酒,粮油调味,3,2026-09-14,67.5
103880,SKU10887,洗洁精,日化清洁,1,2026-09-14,22.25
103881,SKU96173,牛奶,食品饮料,5,2026-02-14,56.82
103881,SKU24490,面包,食品饮料,4,2026-02-14,12.96
103881,SKU12658,饼干,食品饮料,5,2026-02-14,73.0
103881,SKU46250,白菜,生鲜蔬果,4,2026-02-14,50.21
103881,SKU76031,辣椒酱,粮油调味,2,2026-02-14,67.89
103882,SKU24703,洗发水,日化清洁,5,2026-02-04,72.54
103882,SKU29220,沐浴露,日化清洁,2,2026-02-04,3.01
103882,SKU18352,牙膏,日化清洁,3,2026-02-04,74.76
103882,SKU12736,生菜,生鲜蔬果,5,2026-02-04,27.31
103883,SKU53269,果汁,食品饮料,4,2026-02-22,60.13
103883,SKU21361,猪肉,肉禽蛋品,4,2026-02-22,43.57
103883,SKU43121,洗发水,日化清洁,1,2026-02-22,52.85
103883,SKU39217,土豆,生鲜蔬果,2,2026-02-22,8.92
103883,SKU22293,肥皂,日化清洁,2,2026-02-22,49.28
103884,SKU89905,蛋糕粉,烘焙用品,2,2026-05-19,31.26
103884,SKU72690,黄油,烘焙用品,4,2026-05-19,21.65
103884,SKU66253,淡奶油,烘焙用品,2,2026-05-19,62.49
103884,SKU68281,鸡蛋,肉禽蛋品,2,2026-05-19,59.24
103884,SKU40597,粉丝,火锅食材,1,2026-05-19,71.95
103884,SKU51660,带鱼,肉禽蛋品,5,2026-05-19,10.28
103884,SKU67956,大米,粮油调味,2,2026-05-19,37.18
103885,SKU15292,面包,食品饮料,4,2026-04-01,25.09
103885,SKU31646,黄瓜,生鲜蔬果,1,2026-04-01,71.14
103885,SKU96729,辣椒酱,粮油调味,3,2026-04-01,66.39
103886,SKU73456,消毒液,日化清洁,1,2026-05-01,40.88
103886,SKU51078,模具,烘焙用品,4,2026-05-01,73.46
103886,SKU24803,蛋挞皮,烘焙用品,2,2026-05-01,15.09
103886,SKU60257,垃圾袋,日化清洁,2,2026-05-01,18.64
103887,SKU14089,西红柿,生鲜蔬果,5,2026-06-24,18.1
103887,SKU58247,鸡蛋,肉禽蛋品,1,2026-06-24,59.71
103887,SKU83435,黄瓜,生鲜蔬果,5,2026-06-24,3.09
103887,SKU11634,方便面,食品饮料,2,2026-06-24,22.56
103888,SKU49393,毛肚,火锅食材,2,2026-04-02,32.74
103888,SKU36264,蚝油,粮油调味,3,2026-04-02,32.54
103888,SKU95199,巧克力,食品饮料,1,2026-04-02,48.7
103889,SKU49504,橙子,生鲜蔬果,4,2026-01-13,77.13
103889,SKU58340,可乐,食品饮料,3,2026-01-13,34.42
103889,SKU22323,饼干,食品饮料,1,2026-01-13,28.52
103889,SKU29949,土豆,生鲜蔬果,4,2026-01-13,54.06
103890,SKU26598,蛋糕粉,烘焙用品,5,2026-04-02,78.94
103890,SKU48891,黄油,烘焙用品,5,2026-04-02,23.55
103890,SKU15412,淡奶油,烘焙用品,3,2026-04-02,28.25
103890,SKU94538,鸡蛋,肉禽蛋品,4,2026-04-02,26.88
103890,SKU98887,毛肚,火锅食材,2,2026-04-02,65.97
103890,SKU81413,盐,粮油调味,5,2026-04-02,13.9
103890,SKU73946,薯片,食品饮料,1,2026-04-02,18.11
103891,SKU53119,牛奶,食品饮料,1,2026-05-09,71.07
103891,SKU85636,面包,食品饮料,4,2026-05-09,43.84
103891,SKU16605,生菜,生鲜蔬果,4,2026-05-09,39.5
103892,SKU86329,消毒液,日化清洁,1,2026-04-24,66.4
103892,SKU78606,矿泉水,食品饮料,4,2026-04-24,66.94
103892,SKU75541,三文鱼,肉禽蛋品,5,2026-04-24,64.28
103892,SKU86475,带鱼,肉禽蛋品,4,2026-04-24,46.41
103893,SKU26851,毛肚,火锅食材,3,2026-08-27,39.47
103893,SKU51400,洗衣液,日化清洁,2,2026-08-27,58.81
103893,SKU98084,芝士碎,烘焙用品,2,2026-08-27,62.56
103893,SKU69989,醋,粮油调味,4,2026-08-27,5.57
103894,SKU58358,排骨,肉禽蛋品,1,2026-05-18,5.74
103894,SKU57156,胡萝卜,生鲜蔬果,3,2026-05-18,26.75
103894,SKU58657,土豆,生鲜蔬果,1,2026-05-18,16.83
103894,SKU98936,豆腐,火锅食材,4,2026-05-18,21.1
103895,SKU39195,葡萄,生鲜蔬果,1,2026-09-09,65.23
103895,SKU77961,虾仁,肉禽蛋品,2,2026-09-09,68.83
103896,SKU18894,糖粉,烘焙用品,5,2026-08-28,69.03
103896,SKU40748,粉丝,火锅食材,4,2026-08-28,43.55
103897,SKU57286,肥皂,日化清洁,3,2026-03-22,58.45
103897,SKU33296,葡萄,生鲜蔬果,4,2026-03-22,20.66
103897,SKU27684,鸡蛋,肉禽蛋品,2,2026-03-22,17.19
103898,SKU79579,大米,粮油调味,5,2026-07-02,76.84
103898,SKU37008,食用油,粮油调味,5,2026-07-02,63.01
103898,SKU90478,酱油,粮油调味,2,2026-07-02,7.65
103898,SKU20487,虾仁,肉禽蛋品,5,2026-07-02,66.55
103898,SKU37299,蛋糕粉,烘焙用品,2,2026-07-02,23.99
103899,SKU53491,苹果,生鲜蔬果,5,2026-05-18,23.84
103899,SKU73412,香蕉,生鲜蔬果,4,2026-05-18,56.54
103899,SKU55902,橙子,生鲜蔬果,2,2026-05-18,36.76
103899,SKU27537,酵母,烘焙用品,4,2026-05-18,18.16
103899,SKU87571,猪肉,肉禽蛋品,2,2026-05-18,53.91
103900,SKU36988,排骨,肉禽蛋品,4,2026-05-18,39.25
103900,SKU16360,胡萝卜,生鲜蔬果,5,2026-05-18,58.91
103900,SKU41821,土豆,生鲜蔬果,5,2026-05-18,14.85
103900,SKU78424,饼干,食品饮料,4,2026-05-18,6.06
103901,SKU47881,西红柿,生鲜蔬果,1,2026-04-27,36.65
103901,SKU41688,鸡蛋,肉禽蛋品,4,2026-04-27,64.47
103901,SKU79567,黄瓜,生鲜蔬果,3,2026-04-27,9.61
103901,SKU57241,醋,粮油调味,1,2026-04-27,76.87
103902,SKU44174,猪肉,肉禽蛋品,1,2026-08-21,42.39
103902,SKU28197,肥皂,日化清洁,3,2026-08-21,49.83
103902,SKU25337,葡萄,生鲜蔬果,1,2026-08-21,47.29
103902,SKU63504,虾仁,肉禽蛋品,3,2026-08-21,9.5
103903,SKU57013,白菜,生鲜蔬果,2,2026-04-17,14.05
103903,SKU53254,沐浴露,日化清洁,2,2026-04-17,31.49
103903,SKU57270,矿泉水,食品饮料,5,2026-04-17,49.48
103903,SKU33730,黄瓜,生鲜蔬果,2,2026-04-17,49.0
103903,SKU52535,蚝油,粮油调味,1,2026-04-17,62.24
103903,SKU93351,葡萄,生鲜蔬果,4,2026-04-17,4.22
103904,SKU42349,三文鱼,肉禽蛋品,3,2026-07-23,46.72
103904,SKU70793,西红柿,生鲜蔬果,5,2026-07-23,65.8
103904,SKU21343,食用油,粮油调味,1,2026-07-23,37.32
103904,SKU12891,虾仁,肉禽蛋品,1,2026-07-23,32.96
103905,SKU97303,西红柿,生鲜蔬果,2,2026-02-24,19.25
103905,SKU49949,蚝油,粮油调味,2,2026-02-24,22.23
103905,SKU74746,三文鱼,肉禽蛋品,2,2026-02-24,18.31
103906,SKU50874,可乐,食品饮料,2,2026-05-11,33.05
103906,SKU20589,薯片,食品饮料,1,2026-05-11,68.76
103906,SKU76621,饼干,食品饮料,4,2026-05-11,19.98
103906,SKU86516,牙膏,日化清洁,2,2026-05-11,22.32
103906,SKU31978,黄油,烘焙用品,4,2026-05-11,73.82
103906,SKU93397,苹果,生鲜蔬果,2,2026-05-11,73.24
103907,SKU87138,洗发水,日化清洁,1,2026-08-05,48.99
103907,SKU70113,沐浴露,日化清洁,4,2026-08-05,56.73
103907,SKU20398,牙膏,日化清洁,5,2026-08-05,17.65
103907,SKU22539,料酒,粮油调味,1,2026-08-05,29.94
103907,SKU70257,蛋挞皮,烘焙用品,3,2026-08-05,51.51
103908,SKU94328,胡萝卜,生鲜蔬果,1,2026-02-21,62.58
103908,SKU30301,淡奶油,烘焙用品,2,2026-02-21,51.15
103908,SKU32367,肥皂,日化清洁,1,2026-02-21,58.03
103908,SKU58768,盐,粮油调味,5,2026-02-21,20.59
103908,SKU95263,洗发水,日化清洁,2,2026-02-21,23.96
103908,SKU53451,垃圾袋,日化清洁,3,2026-02-21,52.24
103909,SKU79103,蛋糕粉,烘焙用品,4,2026-01-23,23.25
103909,SKU92026,黄油,烘焙用品,4,2026-01-23,12.41
103909,SKU69857,淡奶油,烘焙用品,3,2026-01-23,37.41
103909,SKU98635,鸡蛋,肉禽蛋品,5,2026-01-23,47.81
103909,SKU91504,蘸料,火锅食材,2,2026-01-23,23.64
103909,SKU89310,黄瓜,生鲜蔬果,4,2026-01-23,55.98
103909,SKU87237,橙子,生鲜蔬果,2,2026-01-23,76.1
103910,SKU90340,淡奶油,烘焙用品,4,2026-07-07,46.9
103910,SKU14447,鸭血,火锅食材,2,2026-07-07,67.04
103910,SKU62799,黄瓜,生鲜蔬果,3,2026-07-07,26.97
103910,SKU32121,鸡蛋,肉禽蛋品,3,2026-07-07,77.57
103910,SKU50231,酱油,粮油调味,3,2026-07-07,50.59
103910,SKU33372,酵母,烘焙用品,2,2026-07-07,60.13
103911,SKU59214,带鱼,肉禽蛋品,1,2026-09-03,66.31
103911,SKU87862,洗发水,日化清洁,4,2026-09-03,63.9
103911,SKU80347,垃圾袋,日化清洁,1,2026-09-03,40.3
103912,SKU12530,模具,烘焙用品,5,2026-03-27,33.34
103912,SKU86825,酱油,粮油调味,2,2026-03-27,79.02
103912,SKU63795,鸭蛋,肉禽蛋品,4,2026-03-27,20.62
103912,SKU25359,牛奶,食品饮料,3,2026-03-27,68.07
103912,SKU17812,芝士碎,烘焙用品,2,2026-03-27,24.18
103912,SKU11298,土豆,生鲜蔬果,3,2026-03-27,78.42
103913,SKU90861,丸子,火锅食材,1,2026-04-10,54.19
103913,SKU75532,酵母,烘焙用品,4,2026-04-10,11.79
103914,SKU14015,粉丝,火锅食材,1,2026-08-16,23.16
103914,SKU29849,消毒液,日化清洁,3,2026-08-16,66.46
103914,SKU65546,矿泉水,食品饮料,1,2026-08-16,53.84
103915,SKU42671,洗发水,日化清洁,5,2026-07-24,55.83
103915,SKU19954,沐浴露,日化清洁,1,2026-07-24,57.1
103915,SKU89220,牙膏,日化清洁,2,2026-07-24,12.97
103915,SKU41982,醋,粮油调味,3,2026-07-24,12.08
103915,SKU35981,垃圾袋,日化清洁,3,2026-07-24,22.36
103916,SKU31250,沐浴露,日化清洁,5,2026-02-17,45.32
103916,SKU63302,香蕉,生鲜蔬果,2,2026-02-17,8.03
103917,SKU78228,苹果,生鲜蔬果,2,2026-03-24,24.16
103917,SKU95010,香蕉,生鲜蔬果,3,2026-03-24,51.88
103917,SKU36085,橙子,生鲜蔬果,4,2026-03-24,25.68
103917,SKU20481,食用油,粮油调味,5,2026-03-24,21.71
103918,SKU13369,洗洁精,日化清洁,4,2026-07-05,24.27
103918,SKU35778,三文鱼,肉禽蛋品,2,2026-07-05,46.85
103918,SKU72723,鸭血,火锅食材,2,2026-07-05,13.47
103919,SKU75602,洗衣液,日化清洁,4,2026-07-28,64.59
103919,SKU37962,纸巾,日化清洁,1,2026-07-28,32.91
103919,SKU53472,垃圾袋,日化清洁,5,2026-07-28,31.59
103919,SKU86266,酱油,粮油调味,1,2026-07-28,13.69
103919,SKU40937,排骨,肉禽蛋品,5,2026-07-28,35.67
103919,SKU13957,鸡蛋,肉禽蛋品,1,2026-07-28,42.8
103920,SKU96338,香草精,烘焙用品,5,2026-06-17,5.23
103920,SKU36230,蛋糕粉,烘焙用品,3,2026-06-17,75.26
103921,SKU71326,鸡蛋,肉禽蛋品,5,2026-06-01,21.17
103921,SKU38581,蘸料,火锅食材,4,2026-06-01,30.86
103921,SKU43789,洗发水,日化清洁,3,2026-06-01,48.82
103922,SKU35835,酸奶,食品饮料,2,2026-01-19,78.86
103922,SKU61541,醋,粮油调味,3,2026-01-19,70.21
103922,SKU48040,面粉,粮油调味,5,2026-01-19,60.81
103922,SKU77834,饼干,食品饮料,3,2026-01-19,21.73
103923,SKU10626,西红柿,生鲜蔬果,4,2026-01-06,78.08
103923,SKU50534,鸡蛋,肉禽蛋品,4,2026-01-06,32.08
103923,SKU94170,黄瓜,生鲜蔬果,5,2026-01-06,31.1
103923,SKU81693,牛肉,肉禽蛋品,4,2026-01-06,65.41
103923,SKU32368,食用油,粮油调味,4,2026-01-06,42.67
103924,SKU23520,洗衣液,日化清洁,1,2026-07-24,59.98
103924,SKU65191,鸭蛋,肉禽蛋品,5,2026-07-24,58.11
103924,SKU39671,虾仁,肉禽蛋品,1,2026-07-24,33.45
103924,SKU95807,丸子,火锅食材,4,2026-07-24,3.92
103925,SKU46476,可乐,食品饮料,3,2026-06-11,51.13
103925,SKU80529,薯片,食品饮料,2,2026-06-11,73.97
103925,SKU50100,饼干,食品饮料,4,2026-06-11,8.85
103925,SKU49963,洗发水,日化清洁,3,2026-06-11,4.65
103925,SKU95504,鸡蛋,肉禽蛋品,1,2026-06-11,20.31
103925,SKU56526,牙膏,日化清洁,5,2026-06-11,16.1
103926,SKU85643,牛奶,食品饮料,1,2026-09-03,54.69
103926,SKU97039,面包,食品饮料,1,2026-09-03,29.51
103926,SKU32369,黄瓜,生鲜蔬果,3,2026-09-03,59.0
103927,SKU62026,毛肚,火锅食材,1,2026-09-04,51.73
103927,SKU56730,苹果,生鲜蔬果,2,2026-09-04,73.0
103927,SKU28769,豆腐,火锅食材,1,2026-09-04,47.58
103927,SKU45749,鸡蛋,肉禽蛋品,4,2026-09-04,17.66
103928,SKU56799,大米,粮油调味,5,2026-06-11,68.97
103928,SKU29532,果汁,食品饮料,5,2026-06-11,41.41
103928,SKU25868,羊肉卷,火锅食材,1,2026-06-11,31.53
103928,SKU12938,酵母,烘焙用品,1,2026-06-11,32.53
103928,SKU49551,三文鱼,肉禽蛋品,2,2026-06-11,35.95
103928,SKU70069,洗衣液,日化清洁,5,2026-06-11,36.6
103929,SKU55504,食用油,粮油调味,4,2026-08-14,37.37
103929,SKU68041,橙子,生鲜蔬果,3,2026-08-14,54.09
103929,SKU40438,鸡翅,肉禽蛋品,5,2026-08-14,68.89
103929,SKU88179,油纸,烘焙用品,1,2026-08-14,55.36
103929,SKU60079,黄油,烘焙用品,2,2026-08-14,68.57
103929,SKU22005,酸奶,食品饮料,4,2026-08-14,70.74
103930,SKU83242,牙膏,日化清洁,5,2026-07-06,66.22
103930,SKU85289,食用油,粮油调味,4,2026-07-06,15.85
103930,SKU93568,三文鱼,肉禽蛋品,1,2026-07-06,44.3
103931,SKU38397,洗发水,日化清洁,3,2026-04-22,77.3
103931,SKU52872,酸奶,食品饮料,1,2026-04-22,63.03
103931,SKU28701,模具,烘焙用品,5,2026-04-22,60.04
103931,SKU36939,鸡翅,肉禽蛋品,1,2026-04-22,39.33
103931,SKU43018,丸子,火锅食材,5,2026-04-22,47.03
103932,SKU45859,洗发水,日化清洁,2,2026-08-22,50.37
103932,SKU38614,矿泉水,食品饮料,1,2026-08-22,10.95
103932,SKU63285,橙子,生鲜蔬果,4,2026-08-22,26.08
103932,SKU81198,糖粉,烘焙用品,2,2026-08-22,52.8
103932,SKU85153,方便面,食品饮料,3,2026-08-22,6.77
103932,SKU30409,沐浴露,日化清洁,4,2026-08-22,38.13
103933,SKU39319,模具,烘焙用品,3,2026-01-13,57.52
103933,SKU26260,巧克力,食品饮料,4,2026-01-13,27.3
103933,SKU57763,西红柿,生鲜蔬果,4,2026-01-13,3.01
103933,SKU46388,洗发水,日化清洁,4,2026-01-13,60.46
103934,SKU33117,鸡翅,肉禽蛋品,4,2026-08-17,59.19
103934,SKU41096,辣椒酱,粮油调味,5,2026-08-17,39.1
103935,SKU91057,纸巾,日化清洁,2,2026-06-16,61.31
103935,SKU18052,芝士碎,烘焙用品,5,2026-06-16,53.42
103935,SKU71794,面包,食品饮料,5,2026-06-16,27.08
103935,SKU67475,带鱼,肉禽蛋品,1,2026-06-16,41.24
103935,SKU22612,淡奶油,烘焙用品,3,2026-06-16,70.68
103935,SKU73959,沐浴露,日化清洁,4,2026-06-16,43.51
103936,SKU66657,苹果,生鲜蔬果,1,2026-05-23,53.61
103936,SKU11541,香蕉,生鲜蔬果,1,2026-05-23,4.34
103936,SKU36693,橙子,生鲜蔬果,3,2026-05-23,24.88
103936,SKU39892,蛋糕粉,烘焙用品,3,2026-05-23,59.7
103936,SKU23898,排骨,肉禽蛋品,3,2026-05-23,58.45
103936,SKU97719,洗发水,日化清洁,1,2026-05-23,6.64
103937,SKU95834,芝士碎,烘焙用品,2,2026-08-02,4.5
103937,SKU46803,白菜,生鲜蔬果,4,2026-08-02,52.02
103937,SKU72898,酸奶,食品饮料,1,2026-08-02,30.69
103937,SKU30164,方便面,食品饮料,3,2026-08-02,61.28
103937,SKU80440,垃圾袋,日化清洁,1,2026-08-02,79.15
103938,SKU81911,牛奶,食品饮料,1,2026-02-08,12.22
103938,SKU74423,面包,食品饮料,1,2026-02-08,44.59
103938,SKU69498,果汁,食品饮料,3,2026-02-08,62.34
103938,SKU32809,豆腐,火锅食材,3,2026-02-08,11.23
103939,SKU77233,蛋糕粉,烘焙用品,3,2026-07-01,55.64
103939,SKU78434,黄油,烘焙用品,4,2026-07-01,8.67
103939,SKU43765,淡奶油,烘焙用品,5,2026-07-01,51.91
103939,SKU60207,鸡蛋,肉禽蛋品,2,2026-07-01,61.25
103939,SKU48589,糖粉,烘焙用品,2,2026-07-01,69.51
103939,SKU75806,饼干,食品饮料,5,2026-07-01,44.17
103940,SKU51675,虾仁,肉禽蛋品,4,2026-03-22,29.77
103940,SKU51108,沐浴露,日化清洁,2,2026-03-22,14.94
103940,SKU47630,醋,粮油调味,2,2026-03-22,65.4
103941,SKU61318,蛋糕粉,烘焙用品,4,2026-09-02,62.8
103941,SKU49018,黄油,烘焙用品,1,2026-09-02,49.38
103941,SKU34853,淡奶油,烘焙用品,4,2026-09-02,38.2
103941,SKU96067,鸡蛋,肉禽蛋品,5,2026-09-02,4.16
103941,SKU23931,沐浴露,日化清洁,3,2026-09-02,76.7
103942,SKU67164,生菜,生鲜蔬果,3,2026-09-12,8.14
103942,SKU70426,胡萝卜,生鲜蔬果,2,2026-09-12,30.79
103942,SKU46325,白糖,粮油调味,4,2026-09-12,31.3
103942,SKU82659,毛肚,火锅食材,5,2026-09-12,56.47
103942,SKU70044,盐,粮油调味,3,2026-09-12,71.28
103943,SKU73488,苹果,生鲜蔬果,5,2026-07-06,70.55
103943,SKU99038,香蕉,生鲜蔬果,2,2026-07-06,38.08
103943,SKU88220,橙子,生鲜蔬果,2,2026-07-06,11.36
103943,SKU25821,可乐,食品饮料,4,2026-07-06,33.19
103944,SKU98118,蛋糕粉,烘焙用品,4,2026-08-27,15.3
103944,SKU25720,黄油,烘焙用品,2,2026-08-27,30.72
103944,SKU76625,淡奶油,烘焙用品,3,2026-08-27,29.92
103944,SKU81120,鸡蛋,肉禽蛋品,3,2026-08-27,4.72
103944,SKU84741,矿泉水,食品饮料,2,2026-08-27,48.07
